Archivo,Bib_Corredor,Club / Jersey,Gadgets_Detectados,Nivel_Emocion
689017744_122224082942582925_8745687522569822868_n.jpg,11,Genérico / Independiente,A smartwatch,Concentrado
689017744_122224082942582925_8745687522569822868_n.jpg,60,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689017744_122224082942582925_8745687522569822868_n.jpg,7240,Genérico / Independiente,A smartwatch,Concentrado
689017744_122224082942582925_8745687522569822868_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689017744_122224082942582925_8745687522569822868_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Agotado
697777757_122184316694592376_1548894946256408732_n.jpg,1752,Genérico / Independiente,A smartwatch,Concentrado
697777757_122184316694592376_1548894946256408732_n.jpg,1613,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
697777757_122184316694592376_1548894946256408732_n.jpg,1604,Genérico / Independiente,A smartwatch,Concentrado
697777757_122184316694592376_1548894946256408732_n.jpg,663,Genérico / Independiente,A smartwatch,Agotado
697777757_122184316694592376_1548894946256408732_n.jpg,22,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689020264_122224086242582925_8280902494695909052_n.jpg,No detectado,Genérico / Independiente,Sports sunglasses,Concentrado
689020264_122224086242582925_8280902494695909052_n.jpg,745,Genérico / Independiente,A smartwatch,Concentrado
689020264_122224086242582925_8280902494695909052_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689020264_122224086242582925_8280902494695909052_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689020264_122224086242582925_8280902494695909052_n.jpg,676,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689020264_122224086242582925_8280902494695909052_n.jpg,70,Genérico / Independiente,A smartwatch,Agotado
689020264_122224086242582925_8280902494695909052_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689020264_122224086242582925_8280902494695909052_n.jpg,No detectado,Genérico / Independiente,Headphones,Concentrado
689020264_122224086242582925_8280902494695909052_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
696872798_122184315326592376_5208613560471572495_n.jpg,2013,Genérico / Independiente,A smartwatch,Concentrado
696872798_122184315326592376_5208613560471572495_n.jpg,794,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
696865404_122184315854592376_7333937383047914612_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
696865404_122184315854592376_7333937383047914612_n.jpg,863,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
696865404_122184315854592376_7333937383047914612_n.jpg,1817,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
696865404_122184315854592376_7333937383047914612_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
699116484_122184317564592376_7345001273282361824_n.jpg,80,Genérico / Independiente,Sports sunglasses,Concentrado
699116484_122184317564592376_7345001273282361824_n.jpg,No detectado,Genérico / Independiente,Headphones,Concentrado
699116484_122184317564592376_7345001273282361824_n.jpg,80,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
699116484_122184317564592376_7345001273282361824_n.jpg,No detectado,Genérico / Independiente,Sports sunglasses,Alta Energía / Positiva
699116484_122184317564592376_7345001273282361824_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Agotado
699116484_122184317564592376_7345001273282361824_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
699116484_122184317564592376_7345001273282361824_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689018365_122224088228582925_5272638150899911461_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689018365_122224088228582925_5272638150899911461_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689018365_122224088228582925_5272638150899911461_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689018365_122224088228582925_5272638150899911461_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689018365_122224088228582925_5272638150899911461_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689018365_122224088228582925_5272638150899911461_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689018365_122224088228582925_5272638150899911461_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689018365_122224088228582925_5272638150899911461_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689018365_122224088228582925_5272638150899911461_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689002812_122224083032582925_2615395550062434851_n.jpg,1725,Genérico / Independiente,A smartwatch,Concentrado
689002812_122224083032582925_2615395550062434851_n.jpg,244,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689002812_122224083032582925_2615395550062434851_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689002812_122224083032582925_2615395550062434851_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689002812_122224083032582925_2615395550062434851_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689002812_122224083032582925_2615395550062434851_n.jpg,No detectado,Genérico / Independiente,Headphones,Concentrado
689002812_122224083032582925_2615395550062434851_n.jpg,No detectado,Genérico / Independiente,Headphones,Concentrado
697093196_122184316748592376_620911665739751117_n.jpg,688,Genérico / Independiente,A smartwatch,Concentrado
697093196_122184316748592376_620911665739751117_n.jpg,272,Genérico / Independiente,A smartwatch,Concentrado
697093196_122184316748592376_620911665739751117_n.jpg,161,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
697093196_122184316748592376_620911665739751117_n.jpg,576,Genérico / Independiente,A smartwatch,Concentrado
697093196_122184316748592376_620911665739751117_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Agotado
697093196_122184316748592376_620911665739751117_n.jpg,686,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
697093196_122184316748592376_620911665739751117_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
697093196_122184316748592376_620911665739751117_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Agotado
697093196_122184316748592376_620911665739751117_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689491291_122224082864582925_8066044473773161707_n.jpg,1811,Genérico / Independiente,A smartwatch,Concentrado
689491291_122224082864582925_8066044473773161707_n.jpg,881,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689491291_122224082864582925_8066044473773161707_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689491291_122224082864582925_8066044473773161707_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689491291_122224082864582925_8066044473773161707_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689491291_122224082864582925_8066044473773161707_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689491291_122224082864582925_8066044473773161707_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
697792943_122184315644592376_4523926581275880744_n.jpg,1295,Genérico / Independiente,A smartwatch,Concentrado
697792943_122184315644592376_4523926581275880744_n.jpg,1136,Genérico / Independiente,A smartwatch,Concentrado
697792943_122184315644592376_4523926581275880744_n.jpg,1367,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
697792943_122184315644592376_4523926581275880744_n.jpg,02,Genérico / Independiente,A smartwatch,Concentrado
697792943_122184315644592376_4523926581275880744_n.jpg,1018,Genérico / Independiente,A smartwatch,Agotado
697792943_122184315644592376_4523926581275880744_n.jpg,68,Genérico / Independiente,Sports sunglasses,Alta Energía / Positiva
697777722_122184317474592376_4097580220184698802_n.jpg,388,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
697777722_122184317474592376_4097580220184698802_n.jpg,1541,Genérico / Independiente,A smartwatch,Concentrado
697777722_122184317474592376_4097580220184698802_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Agotado
697777722_122184317474592376_4097580220184698802_n.jpg,335,Genérico / Independiente,A smartwatch,Concentrado
697777722_122184317474592376_4097580220184698802_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
697777722_122184317474592376_4097580220184698802_n.jpg,1109,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
697777722_122184317474592376_4097580220184698802_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
697777722_122184317474592376_4097580220184698802_n.jpg,1745,Genérico / Independiente,A smartwatch,Concentrado
697777722_122184317474592376_4097580220184698802_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
697777722_122184317474592376_4097580220184698802_n.jpg,No detectado,Genérico / Independiente,Sports sunglasses,Concentrado
689480510_122224090250582925_4157618743916097736_n.jpg,No detectado,Genérico / Independiente,Sports sunglasses,Concentrado
689480510_122224090250582925_4157618743916097736_n.jpg,1640,Genérico / Independiente,A smartwatch,Agotado
689480510_122224090250582925_4157618743916097736_n.jpg,1993,Genérico / Independiente,A smartwatch,Agotado
689480510_122224090250582925_4157618743916097736_n.jpg,041,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689480510_122224090250582925_4157618743916097736_n.jpg,1896,Genérico / Independiente,A smartwatch,Concentrado
689480510_122224090250582925_4157618743916097736_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689480510_122224090250582925_4157618743916097736_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689480510_122224090250582925_4157618743916097736_n.jpg,041,Genérico / Independiente,A smartwatch,Agotado
689480510_122224090250582925_4157618743916097736_n.jpg,No detectado,Genérico / Independiente,Sports sunglasses,Concentrado
698389766_122224084358582925_5174907235996523121_n.jpg,88,Genérico / Independiente,A smartwatch,Concentrado
698389766_122224084358582925_5174907235996523121_n.jpg,1692,Genérico / Independiente,A smartwatch,Agotado
698389766_122224084358582925_5174907235996523121_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
698389766_122224084358582925_5174907235996523121_n.jpg,60,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
698389766_122224084358582925_5174907235996523121_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Agotado
698389766_122224084358582925_5174907235996523121_n.jpg,33,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
698389766_122224084358582925_5174907235996523121_n.jpg,543,Genérico / Independiente,A smartwatch,Concentrado
698389766_122224084358582925_5174907235996523121_n.jpg,1771,Genérico / Independiente,A smartwatch,Agotado
698389766_122224084358582925_5174907235996523121_n.jpg,543,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
698389766_122224084358582925_5174907235996523121_n.jpg,33,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
697000864_122184315494592376_3282502704896383825_n.jpg,915,Genérico / Independiente,Sports sunglasses,Concentrado
697000864_122184315494592376_3282502704896383825_n.jpg,59,Genérico / Independiente,A smartwatch,Concentrado
697000864_122184315494592376_3282502704896383825_n.jpg,134,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
697000864_122184315494592376_3282502704896383825_n.jpg,No detectado,Genérico / Independiente,Sports sunglasses,Concentrado
697000864_122184315494592376_3282502704896383825_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
691829089_122224089068582925_8310018903952277165_n.jpg,No detectado,Genérico / Independiente,Headphones,Concentrado
691829089_122224089068582925_8310018903952277165_n.jpg,No detectado,Genérico / Independiente,Headphones,Agotado
691829089_122224089068582925_8310018903952277165_n.jpg,204,Genérico / Independiente,A smartwatch,Concentrado
691829089_122224089068582925_8310018903952277165_n.jpg,No detectado,Genérico / Independiente,Headphones,Agotado
691829089_122224089068582925_8310018903952277165_n.jpg,No detectado,Genérico / Independiente,Headphones,Concentrado
696942641_122224088642582925_2177523075477059540_n.jpg,72109,Genérico / Independiente,A smartwatch,Concentrado
696942641_122224088642582925_2177523075477059540_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
696942641_122224088642582925_2177523075477059540_n.jpg,1813,Genérico / Independiente,A smartwatch,Concentrado
696942641_122224088642582925_2177523075477059540_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Agotado
696942641_122224088642582925_2177523075477059540_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
696942641_122224088642582925_2177523075477059540_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
696942641_122224088642582925_2177523075477059540_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689009108_122224085588582925_1517417430665655_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689009108_122224085588582925_1517417430665655_n.jpg,107,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689009108_122224085588582925_1517417430665655_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689009108_122224085588582925_1517417430665655_n.jpg,107,Genérico / Independiente,A smartwatch,Agotado
689009108_122224085588582925_1517417430665655_n.jpg,49,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689009108_122224085588582925_1517417430665655_n.jpg,745,Genérico / Independiente,A smartwatch,Agotado
689009108_122224085588582925_1517417430665655_n.jpg,107,Genérico / Independiente,A smartwatch,Agotado
689009108_122224085588582925_1517417430665655_n.jpg,543,Genérico / Independiente,A smartwatch,Agotado
689009108_122224085588582925_1517417430665655_n.jpg,5543,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
696728627_122184317006592376_8429218458211436266_n.jpg,No detectado,Genérico / Independiente,Headphones,Concentrado
696728627_122184317006592376_8429218458211436266_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
696728627_122184317006592376_8429218458211436266_n.jpg,2175,Genérico / Independiente,A smartwatch,Concentrado
696728627_122184317006592376_8429218458211436266_n.jpg,1928,Genérico / Independiente,A smartwatch,Concentrado
689837493_122224083446582925_5148334938344550554_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689837493_122224083446582925_5148334938344550554_n.jpg,934,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689837493_122224083446582925_5148334938344550554_n.jpg,1429,Genérico / Independiente,A smartwatch,Concentrado
689837493_122224083446582925_5148334938344550554_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689837493_122224083446582925_5148334938344550554_n.jpg,438,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689837493_122224083446582925_5148334938344550554_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689837493_122224083446582925_5148334938344550554_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689837493_122224083446582925_5148334938344550554_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
697196517_122184316106592376_5370526547638481261_n.jpg,No detectado,Genérico / Independiente,Sports sunglasses,Concentrado
697196517_122184316106592376_5370526547638481261_n.jpg,1081,Genérico / Independiente,A smartwatch,Agotado
697196517_122184316106592376_5370526547638481261_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
697196517_122184316106592376_5370526547638481261_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Agotado
697196517_122184316106592376_5370526547638481261_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
697196517_122184316106592376_5370526547638481261_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
697196517_122184316106592376_5370526547638481261_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
697196517_122184316106592376_5370526547638481261_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
697196517_122184316106592376_5370526547638481261_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Agotado
688996034_122224090316582925_5920387173650071395_n.jpg,1640,Genérico / Independiente,A smartwatch,Concentrado
688996034_122224090316582925_5920387173650071395_n.jpg,No detectado,Genérico / Independiente,Headphones,Concentrado
688996034_122224090316582925_5920387173650071395_n.jpg,1896,Genérico / Independiente,A smartwatch,Concentrado
688996034_122224090316582925_5920387173650071395_n.jpg,1894,Genérico / Independiente,A smartwatch,Concentrado
688996034_122224090316582925_5920387173650071395_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
688996034_122224090316582925_5920387173650071395_n.jpg,No detectado,Genérico / Independiente,Headphones,Concentrado
688996034_122224090316582925_5920387173650071395_n.jpg,No detectado,Genérico / Independiente,Headphones,Agotado
688996034_122224090316582925_5920387173650071395_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Agotado
696954699_122184317204592376_3411586549824819097_n.jpg,526,Genérico / Independiente,A smartwatch,Agotado
696954699_122184317204592376_3411586549824819097_n.jpg,1537,Genérico / Independiente,A smartwatch,Concentrado
696954699_122184317204592376_3411586549824819097_n.jpg,770,Genérico / Independiente,A smartwatch,Concentrado
696954699_122184317204592376_3411586549824819097_n.jpg,1704,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
696954699_122184317204592376_3411586549824819097_n.jpg,215,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
696954699_122184317204592376_3411586549824819097_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
696954699_122184317204592376_3411586549824819097_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Agotado
696954699_122184317204592376_3411586549824819097_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
696865411_122184316886592376_3609906779214738408_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
696865411_122184316886592376_3609906779214738408_n.jpg,248,Genérico / Independiente,A smartwatch,Concentrado
696865411_122184316886592376_3609906779214738408_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
696865411_122184316886592376_3609906779214738408_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
696865411_122184316886592376_3609906779214738408_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689474246_122224088180582925_3595516812377777619_n.jpg,7310,Genérico / Independiente,A smartwatch,Concentrado
689474246_122224088180582925_3595516812377777619_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689474246_122224088180582925_3595516812377777619_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
689474246_122224088180582925_3595516812377777619_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689474246_122224088180582925_3595516812377777619_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Agotado
689474246_122224088180582925_3595516812377777619_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689474246_122224088180582925_3595516812377777619_n.jpg,No detectado,Genérico / Independiente,Headphones,Concentrado
696851254_122184317708592376_8032180402065447791_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
696851254_122184317708592376_8032180402065447791_n.jpg,435,Genérico / Independiente,Sports sunglasses,Alta Energía / Positiva
689012403_122224086710582925_957741091554014537_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689012403_122224086710582925_957741091554014537_n.jpg,No detectado,Genérico / Independiente,Sports sunglasses,Concentrado
689012403_122224086710582925_957741091554014537_n.jpg,171,Genérico / Independiente,A smartwatch,Concentrado
689012403_122224086710582925_957741091554014537_n.jpg,435,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689012403_122224086710582925_957741091554014537_n.jpg,No detectado,Genérico / Independiente,Headphones,Concentrado
689012403_122224086710582925_957741091554014537_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689012403_122224086710582925_957741091554014537_n.jpg,No detectado,Genérico / Independiente,Sports sunglasses,Concentrado
689012403_122224086710582925_957741091554014537_n.jpg,2148,Genérico / Independiente,A smartwatch,Agotado
689012403_122224086710582925_957741091554014537_n.jpg,104,Genérico / Independiente,A smartwatch,Concentrado
689024749_122224083824582925_1063263008880573561_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689024749_122224083824582925_1063263008880573561_n.jpg,1994,Genérico / Independiente,A smartwatch,Concentrado
689024749_122224083824582925_1063263008880573561_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689024749_122224083824582925_1063263008880573561_n.jpg,1277,Genérico / Independiente,A smartwatch,Concentrado
689024749_122224083824582925_1063263008880573561_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689024749_122224083824582925_1063263008880573561_n.jpg,436,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
687689228_122224089644582925_8837378875437315460_n.jpg,19,Genérico / Independiente,Sports sunglasses,Concentrado
687689228_122224089644582925_8837378875437315460_n.jpg,19,Genérico / Independiente,A smartwatch,Concentrado
687689228_122224089644582925_8837378875437315460_n.jpg,1814,Genérico / Independiente,A smartwatch,Concentrado
687689228_122224089644582925_8837378875437315460_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Agotado
687689228_122224089644582925_8837378875437315460_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
687689228_122224089644582925_8837378875437315460_n.jpg,No detectado,Genérico / Independiente,Headphones,Concentrado
687689228_122224089644582925_8837378875437315460_n.jpg,No detectado,Genérico / Independiente,Sports sunglasses,Concentrado
687689228_122224089644582925_8837378875437315460_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
687689228_122224089644582925_8837378875437315460_n.jpg,No detectado,Genérico / Independiente,Sports sunglasses,Concentrado
